emission_id,shipment_id,co2_kg,fuel_consumption_l,reduction_vs_road_kg,sustainability_score
27638,27638,323.02,120.53,129.21,0.84
27639,27639,53.36,19.91,21.34,0.78
27640,27640,248.52,92.73,99.41,0.71
27641,27641,215.04,80.24,86.02,0.94
27642,27642,137.0,51.12,54.8,0.68
27643,27643,402.54,150.2,161.02,0.84
27644,27644,201.4,75.15,80.56,0.6
27645,27645,251.22,93.74,100.49,0.74
27646,27646,157.26,58.68,62.9,0.63
27647,27647,275.66,102.86,110.26,0.87
27648,27648,25.73,9.6,10.29,0.69
27649,27649,74.93,27.96,29.97,0.91
27650,27650,95.81,35.75,38.32,0.67
27651,27651,86.14,32.14,34.46,0.75
27652,27652,195.13,72.81,78.05,0.62
27653,27653,35.32,13.18,14.13,0.92
27654,27654,93.75,34.98,37.5,0.62
27655,27655,346.77,129.39,138.71,0.88
27656,27656,565.86,211.14,226.34,0.84
27657,27657,0.43,0.16,0.17,0.83
27658,27658,249.11,92.95,99.64,0.79
27659,27659,262.88,98.09,105.15,0.74
27660,27660,122.61,45.75,49.04,0.75
27661,27661,162.81,60.75,65.12,0.61
27662,27662,116.37,43.42,46.55,0.93
27663,27663,153.64,57.33,61.46,0.71
27664,27664,47.17,17.6,18.87,0.93
27665,27665,170.37,63.57,68.15,0.69
27666,27666,327.87,122.34,131.15,0.94
27667,27667,182.75,68.19,73.1,0.73
27668,27668,229.84,85.76,91.94,0.6
27669,27669,39.24,14.64,15.7,0.63
27670,27670,227.53,84.9,91.01,0.66
27671,27671,70.81,26.42,28.32,0.84
27672,27672,93.56,34.91,37.42,0.89
27673,27673,204.11,76.16,81.64,0.82
27674,27674,98.14,36.62,39.26,0.88
27675,27675,207.73,77.51,83.09,0.62
27676,27676,270.36,100.88,108.14,0.79
27677,27677,481.01,179.48,192.4,0.69
27678,27678,48.0,17.91,19.2,0.78
27679,27679,241.6,90.15,96.64,0.93
27680,27680,289.41,107.99,115.76,0.9
27681,27681,118.62,44.26,47.45,0.63
27682,27682,185.48,69.21,74.19,0.89
27683,27683,29.75,11.1,11.9,0.75
27684,27684,411.51,153.55,164.6,0.74
27685,27685,217.96,81.33,87.18,0.85
27686,27686,177.42,66.2,70.97,0.74
27687,27687,751.93,280.57,300.77,0.66
27688,27688,232.14,86.62,92.86,0.72
27689,27689,70.83,26.43,28.33,0.69
27690,27690,142.98,53.35,57.19,0.66
27691,27691,144.1,53.77,57.64,0.6
27692,27692,345.18,128.8,138.07,0.72
27693,27693,65.55,24.46,26.22,0.91
27694,27694,81.12,30.27,32.45,0.77
27695,27695,149.73,55.87,59.89,0.92
27696,27696,424.03,158.22,169.61,0.88
27697,27697,492.05,183.6,196.82,0.66
27698,27698,44.25,16.51,17.7,0.75
27699,27699,245.92,91.76,98.37,0.88
27700,27700,371.02,138.44,148.41,0.61
27701,27701,59.2,22.09,23.68,0.79
27702,27702,246.37,91.93,98.55,0.62
27703,27703,405.35,151.25,162.14,0.74
27704,27704,371.26,138.53,148.5,0.7
27705,27705,177.55,66.25,71.02,0.84
27706,27706,105.65,39.42,42.26,0.79
27707,27707,356.76,133.12,142.7,0.89
27708,27708,92.19,34.4,36.88,0.65
27709,27709,245.97,91.78,98.39,0.73
27710,27710,40.2,15.0,16.08,0.69
27711,27711,788.8,294.33,315.52,0.8
27712,27712,448.12,167.21,179.25,0.65
27713,27713,317.93,118.63,127.17,0.74
27714,27714,198.29,73.99,79.32,0.72
27715,27715,47.92,17.88,19.17,0.66
27716,27716,227.4,84.85,90.96,0.67
27717,27717,126.2,47.09,50.48,0.63
27718,27718,191.43,71.43,76.57,0.63
27719,27719,40.49,15.11,16.2,0.62
27720,27720,168.68,62.94,67.47,0.69
27721,27721,376.81,140.6,150.72,0.63
27722,27722,47.41,17.69,18.96,0.7
27723,27723,190.23,70.98,76.09,0.85
27724,27724,158.87,59.28,63.55,0.67
27725,27725,280.03,104.49,112.01,0.68
27726,27726,64.05,23.9,25.62,0.63
27727,27727,90.21,33.66,36.08,0.87
27728,27728,224.99,83.95,90.0,0.62
27729,27729,195.88,73.09,78.35,0.7
27730,27730,16.75,6.25,6.7,0.7
27731,27731,204.99,76.49,82.0,0.85
27732,27732,1.29,0.48,0.52,0.71
27733,27733,50.95,19.01,20.38,0.73
27734,27734,38.94,14.53,15.58,0.77
27735,27735,110.31,41.16,44.12,0.83
27736,27736,6.62,2.47,2.65,0.68
27737,27737,126.92,47.36,50.77,0.79
27738,27738,736.71,274.89,294.68,0.84
27739,27739,364.08,135.85,145.63,0.66
27740,27740,452.81,168.96,181.12,0.63
27741,27741,159.06,59.35,63.62,0.92
27742,27742,561.38,209.47,224.55,0.68
27743,27743,43.36,16.18,17.34,0.63
27744,27744,141.1,52.65,56.44,0.72
27745,27745,200.46,74.8,80.18,0.64
27746,27746,328.57,122.6,131.43,0.8
27747,27747,194.59,72.61,77.84,0.77
27748,27748,40.74,15.2,16.3,0.79
27749,27749,69.65,25.99,27.86,0.71
27750,27750,158.28,59.06,63.31,0.69
27751,27751,296.19,110.52,118.48,0.78
27752,27752,159.78,59.62,63.91,0.67
27753,27753,55.4,20.67,22.16,0.95
27754,27754,52.47,19.58,20.99,0.87
27755,27755,161.01,60.08,64.4,0.64
27756,27756,57.54,21.47,23.02,0.63
27757,27757,115.86,43.23,46.34,0.69
27758,27758,49.37,18.42,19.75,0.64
27759,27759,56.57,21.11,22.63,0.78
27760,27760,277.3,103.47,110.92,0.92
27761,27761,86.64,32.33,34.66,0.94
27762,27762,125.05,46.66,50.02,0.88
27763,27763,307.61,114.78,123.04,0.7
27764,27764,373.19,139.25,149.28,0.71
27765,27765,96.8,36.12,38.72,0.87
27766,27766,19.99,7.46,8.0,0.87
27767,27767,3.78,1.41,1.51,0.93
27768,27768,374.4,139.7,149.76,0.63
27769,27769,168.87,63.01,67.55,0.69
27770,27770,112.51,41.98,45.0,0.72
27771,27771,265.75,99.16,106.3,0.86
27772,27772,41.49,15.48,16.6,0.61
27773,27773,92.41,34.48,36.96,0.69
27774,27774,194.76,72.67,77.9,0.64
27775,27775,112.45,41.96,44.98,0.93
27776,27776,205.88,76.82,82.35,0.66
27777,27777,86.27,32.19,34.51,0.91
27778,27778,430.57,160.66,172.23,0.67
27779,27779,338.75,126.4,135.5,0.69
27780,27780,7.4,2.76,2.96,0.86
27781,27781,200.28,74.73,80.11,0.75
27782,27782,20.58,7.68,8.23,0.68
27783,27783,49.1,18.32,19.64,0.67
27784,27784,106.93,39.9,42.77,0.86
27785,27785,220.38,82.23,88.15,0.76
27786,27786,0.21,0.08,0.08,0.93
27787,27787,167.04,62.33,66.82,0.85
27788,27788,47.36,17.67,18.94,0.7
27789,27789,366.28,136.67,146.51,0.9
27790,27790,64.59,24.1,25.84,0.71
27791,27791,130.84,48.82,52.34,0.77
27792,27792,553.69,206.6,221.48,0.69
27793,27793,252.56,94.24,101.02,0.79
27794,27794,143.73,53.63,57.49,0.8
27795,27795,96.51,36.01,38.6,0.79
27796,27796,273.79,102.16,109.52,0.62
27797,27797,95.03,35.46,38.01,0.67
27798,27798,257.36,96.03,102.94,0.73
27799,27799,140.19,52.31,56.08,0.85
27800,27800,209.2,78.06,83.68,0.63
27801,27801,41.94,15.65,16.78,0.92
27802,27802,15.84,5.91,6.34,0.91
27803,27803,286.73,106.99,114.69,0.67
27804,27804,102.51,38.25,41.0,0.79
27805,27805,31.81,11.87,12.72,0.73
27806,27806,21.84,8.15,8.74,0.77
27807,27807,644.33,240.42,257.73,0.93
27808,27808,243.42,90.83,97.37,0.73
27809,27809,215.04,80.24,86.02,0.93
27810,27810,362.63,135.31,145.05,0.62
27811,27811,103.56,38.64,41.42,0.88
27812,27812,21.57,8.05,8.63,0.78
27813,27813,70.97,26.48,28.39,0.77
27814,27814,15.79,5.89,6.32,0.75
27815,27815,191.11,71.31,76.44,0.82
27816,27816,161.31,60.19,64.52,0.79
27817,27817,663.35,247.52,265.34,0.63
27818,27818,54.14,20.2,21.66,0.84
27819,27819,90.61,33.81,36.24,0.72
27820,27820,204.91,76.46,81.96,0.82
27821,27821,379.89,141.75,151.96,0.72
27822,27822,88.73,33.11,35.49,0.6
27823,27823,95.92,35.79,38.37,0.8
27824,27824,249.24,93.0,99.7,0.78
27825,27825,177.63,66.28,71.05,0.64
27826,27826,326.83,121.95,130.73,0.64
27827,27827,62.93,23.48,25.17,0.77
27828,27828,203.49,75.93,81.4,0.95
27829,27829,142.82,53.29,57.13,0.83
27830,27830,50.14,18.71,20.06,0.94
27831,27831,148.47,55.4,59.39,0.87
27832,27832,235.09,87.72,94.04,0.72
27833,27833,124.19,46.34,49.68,0.73
27834,27834,102.97,38.42,41.19,0.71
27835,27835,289.15,107.89,115.66,0.83
27836,27836,3.99,1.49,1.6,0.66
27837,27837,374.42,139.71,149.77,0.74
27838,27838,485.32,181.09,194.13,0.74
27839,27839,206.15,76.92,82.46,0.9
27840,27840,101.2,37.76,40.48,0.84
27841,27841,52.1,19.44,20.84,0.89
27842,27842,104.71,39.07,41.88,0.78
27843,27843,255.54,95.35,102.22,0.68
27844,27844,254.68,95.03,101.87,0.83
27845,27845,174.17,64.99,69.67,0.68
27846,27846,290.78,108.5,116.31,0.69
27847,27847,300.03,111.95,120.01,0.68
27848,27848,357.27,133.31,142.91,0.8
27849,27849,264.65,98.75,105.86,0.89
27850,27850,223.54,83.41,89.42,0.69
27851,27851,496.2,185.15,198.48,0.7
27852,27852,38.65,14.42,15.46,0.92
27853,27853,185.91,69.37,74.36,0.95
27854,27854,279.87,104.43,111.95,0.94
27855,27855,114.65,42.78,45.86,0.74
27856,27856,497.73,185.72,199.09,0.65
27857,27857,119.82,44.71,47.93,0.73
27858,27858,87.58,32.68,35.03,0.75
27859,27859,406.72,151.76,162.69,0.92
27860,27860,185.16,69.09,74.06,0.84
27861,27861,46.66,17.41,18.66,0.91
27862,27862,169.94,63.41,67.98,0.76
27863,27863,24.66,9.2,9.86,0.76
27864,27864,55.88,20.85,22.35,0.64
27865,27865,282.79,105.52,113.12,0.87
27866,27866,211.26,78.83,84.5,0.69
27867,27867,129.98,48.5,51.99,0.84
27868,27868,95.68,35.7,38.27,0.6
27869,27869,100.88,37.64,40.35,0.67
27870,27870,145.28,54.21,58.11,0.73
27871,27871,39.93,14.9,15.97,0.91
27872,27872,141.93,52.96,56.77,0.84
27873,27873,235.65,87.93,94.26,0.77
27874,27874,146.14,54.53,58.46,0.78
27875,27875,105.62,39.41,42.25,0.6
27876,27876,31.52,11.76,12.61,0.64
27877,27877,35.78,13.35,14.31,0.78
27878,27878,311.79,116.34,124.72,0.68
27879,27879,170.85,63.75,68.34,0.69
27880,27880,253.9,94.74,101.56,0.67
27881,27881,222.44,83.0,88.98,0.63
27882,27882,125.67,46.89,50.27,0.86
27883,27883,213.14,79.53,85.26,0.71
27884,27884,56.15,20.95,22.46,0.92
27885,27885,231.02,86.2,92.41,0.68
27886,27886,391.33,146.02,156.53,0.92
27887,27887,369.57,137.9,147.83,0.73
27888,27888,337.22,125.83,134.89,0.67
27889,27889,219.52,81.91,87.81,0.94
27890,27890,10.56,3.94,4.22,0.72
27891,27891,323.8,120.82,129.52,0.8
27892,27892,11.26,4.2,4.5,0.67
27893,27893,91.68,34.21,36.67,0.86
27894,27894,315.49,117.72,126.2,0.68
27895,27895,37.76,14.09,15.1,0.68
27896,27896,144.61,53.96,57.84,0.91
27897,27897,3.14,1.17,1.26,0.66
27898,27898,117.46,43.83,46.98,0.67
27899,27899,0.19,0.07,0.08,0.86
27900,27900,11.26,4.2,4.5,0.78
27901,27901,162.76,60.73,65.1,0.82
27902,27902,101.44,37.85,40.58,0.74
27903,27903,34.17,12.75,13.67,0.87
27904,27904,200.17,74.69,80.07,0.78
27905,27905,84.47,31.52,33.79,0.77
27906,27906,145.18,54.17,58.07,0.79
27907,27907,0.13,0.05,0.05,0.73
27908,27908,434.75,162.22,173.9,0.79
27909,27909,48.29,18.02,19.32,0.65
27910,27910,118.16,44.09,47.26,0.68
27911,27911,643.12,239.97,257.25,0.82
27912,27912,93.56,34.91,37.42,0.82
27913,27913,255.67,95.4,102.27,0.87
27914,27914,201.62,75.23,80.65,0.74
27915,27915,31.73,11.84,12.69,0.71
27916,27916,152.6,56.94,61.04,0.81
27917,27917,170.18,63.5,68.07,0.8
27918,27918,117.36,43.79,46.94,0.74
27919,27919,367.4,137.09,146.96,0.73
27920,27920,77.34,28.86,30.94,0.64
27921,27921,119.72,44.67,47.89,0.77
27922,27922,619.91,231.31,247.96,0.72
27923,27923,105.22,39.26,42.09,0.94
27924,27924,116.58,43.5,46.63,0.75
27925,27925,88.76,33.12,35.5,0.67
27926,27926,115.96,43.27,46.38,0.73
27927,27927,148.07,55.25,59.23,0.62
27928,27928,117.33,43.78,46.93,0.63
27929,27929,562.21,209.78,224.88,0.72
27930,27930,73.46,27.41,29.38,0.8
27931,27931,121.38,45.29,48.55,0.83
27932,27932,173.21,64.63,69.28,0.69
27933,27933,720.41,268.81,288.16,0.79
27934,27934,76.33,28.48,30.53,0.63
27935,27935,0.19,0.07,0.08,0.72
27936,27936,528.87,197.34,211.55,0.86
27937,27937,109.61,40.9,43.84,0.77
27938,27938,44.09,16.45,17.64,0.65
27939,27939,205.8,76.79,82.32,0.81
27940,27940,87.5,32.65,35.0,0.61
27941,27941,110.15,41.1,44.06,0.93
27942,27942,129.34,48.26,51.74,0.76
27943,27943,169.4,63.21,67.76,0.79
27944,27944,18.25,6.81,7.3,0.62
27945,27945,22.73,8.48,9.09,0.71
27946,27946,0.16,0.06,0.06,0.75
27947,27947,132.34,49.38,52.94,0.8
27948,27948,65.79,24.55,26.32,0.67
27949,27949,97.95,36.55,39.18,0.65
27950,27950,509.98,190.29,203.99,0.62
27951,27951,567.06,211.59,226.82,0.62
27952,27952,125.08,46.67,50.03,0.93
27953,27953,25.97,9.69,10.39,0.71
27954,27954,0.13,0.05,0.05,0.64
27955,27955,346.36,129.24,138.54,0.6
27956,27956,315.17,117.6,126.07,0.74
27957,27957,20.31,7.58,8.12,0.75
27958,27958,56.49,21.08,22.6,0.8
27959,27959,214.96,80.21,85.98,0.78
27960,27960,390.61,145.75,156.24,0.79
27961,27961,124.57,46.48,49.83,0.79
27962,27962,294.91,110.04,117.96,0.88
27963,27963,70.73,26.39,28.29,0.63
27964,27964,129.07,48.16,51.63,0.72
27965,27965,135.96,50.73,54.38,0.92
27966,27966,104.92,39.15,41.97,0.75
27967,27967,317.69,118.54,127.08,0.89
27968,27968,29.43,10.98,11.77,0.63
27969,27969,526.33,196.39,210.53,0.71
27970,27970,185.05,69.05,74.02,0.69
27971,27971,419.21,156.42,167.68,0.8
27972,27972,42.18,15.74,16.87,0.82
27973,27973,567.03,211.58,226.81,0.66
27974,27974,99.24,37.03,39.7,0.67
27975,27975,226.97,84.69,90.79,0.92
27976,27976,241.9,90.26,96.76,0.93
27977,27977,390.8,145.82,156.32,0.74
27978,27978,24.84,9.27,9.94,0.64
27979,27979,137.22,51.2,54.89,0.74
27980,27980,316.08,117.94,126.43,0.91
27981,27981,186.34,69.53,74.54,0.92
27982,27982,261.19,97.46,104.48,0.72
27983,27983,238.92,89.15,95.57,0.92
27984,27984,129.58,48.35,51.83,0.89
27985,27985,84.61,31.57,33.84,0.94
27986,27986,344.38,128.5,137.75,0.63
27987,27987,258.67,96.52,103.47,0.79
27988,27988,236.05,88.08,94.42,0.93
27989,27989,698.84,260.76,279.54,0.66
27990,27990,475.86,177.56,190.34,0.62
27991,27991,30.15,11.25,12.06,0.68
27992,27992,52.31,19.52,20.92,0.75
27993,27993,139.15,51.92,55.66,0.83
27994,27994,89.78,33.5,35.91,0.86
27995,27995,256.07,95.55,102.43,0.66
27996,27996,187.63,70.01,75.05,0.68
27997,27997,262.69,98.02,105.08,0.76
27998,27998,130.81,48.81,52.32,0.89
27999,27999,261.57,97.6,104.63,0.69
28000,28000,78.44,29.27,31.38,0.78
28001,28001,81.12,30.27,32.45,0.86
28002,28002,142.71,53.25,57.08,0.76
28003,28003,327.9,122.35,131.16,0.76
28004,28004,124.38,46.41,49.75,0.68
28005,28005,161.9,60.41,64.76,0.86
28006,28006,196.58,73.35,78.63,0.6
28007,28007,76.35,28.49,30.54,0.87
28008,28008,214.24,79.94,85.7,0.89
28009,28009,18.79,7.01,7.52,0.73
28010,28010,377.88,141.0,151.15,0.82
28011,28011,58.26,21.74,23.3,0.85
28012,28012,15.62,5.83,6.25,0.87
28013,28013,210.86,78.68,84.34,0.7
28014,28014,210.19,78.43,84.08,0.94
28015,28015,37.28,13.91,14.91,0.69
28016,28016,379.09,141.45,151.64,0.8
28017,28017,209.74,78.26,83.9,0.74
28018,28018,89.3,33.32,35.72,0.86
28019,28019,356.57,133.05,142.63,0.76
28020,28020,250.69,93.54,100.28,0.71
28021,28021,194.03,72.4,77.61,0.76
28022,28022,8.68,3.24,3.47,0.63
28023,28023,172.35,64.31,68.94,0.91
28024,28024,464.47,173.31,185.79,0.78
28025,28025,252.0,94.03,100.8,0.81
28026,28026,171.23,63.89,68.49,0.93
28027,28027,56.28,21.0,22.51,0.7
28028,28028,17.47,6.52,6.99,0.62
28029,28029,208.24,77.7,83.3,0.68
28030,28030,359.44,134.12,143.78,0.69
28031,28031,97.26,36.29,38.9,0.75
28032,28032,371.31,138.55,148.52,0.94
28033,28033,229.17,85.51,91.67,0.94
28034,28034,274.86,102.56,109.94,0.82
28035,28035,21.06,7.86,8.42,0.85
28036,28036,69.65,25.99,27.86,0.89
28037,28037,256.4,95.67,102.56,0.71
28038,28038,327.76,122.3,131.1,0.92
28039,28039,121.81,45.45,48.72,0.71
28040,28040,425.13,158.63,170.05,0.74
28041,28041,190.23,70.98,76.09,0.66
28042,28042,195.02,72.77,78.01,0.91
28043,28043,92.7,34.59,37.08,0.83
28044,28044,175.83,65.61,70.33,0.88
28045,28045,246.53,91.99,98.61,0.64
28046,28046,257.44,96.06,102.98,0.72
28047,28047,135.82,50.68,54.33,0.64
28048,28048,47.41,17.69,18.96,0.92
28049,28049,117.46,43.83,46.98,0.81
28050,28050,40.07,14.95,16.03,0.86
28051,28051,185.51,69.22,74.2,0.93
28052,28052,56.87,21.22,22.75,0.79
28053,28053,856.72,319.67,342.69,0.69
28054,28054,193.25,72.11,77.3,0.78
28055,28055,90.77,33.87,36.31,0.92
28056,28056,200.33,74.75,80.13,0.68
28057,28057,208.53,77.81,83.41,0.61
28058,28058,293.54,109.53,117.42,0.82
28059,28059,43.5,16.23,17.4,0.79
28060,28060,417.28,155.7,166.91,0.88
28061,28061,34.44,12.85,13.78,0.93
28062,28062,916.72,342.06,366.69,0.68
28063,28063,0.21,0.08,0.08,0.64
28064,28064,11.95,4.46,4.78,0.72
28065,28065,138.07,51.52,55.23,0.71
28066,28066,44.17,16.48,17.67,0.94
28067,28067,609.97,227.6,243.99,0.68
28068,28068,72.98,27.23,29.19,0.61
28069,28069,6.99,2.61,2.8,0.86
28070,28070,208.58,77.83,83.43,0.84
28071,28071,145.6,54.33,58.24,0.72
28072,28072,21.36,7.97,8.54,0.64
28073,28073,656.14,244.83,262.46,0.7
28074,28074,108.25,40.39,43.3,0.78
28075,28075,112.13,41.84,44.85,0.78
28076,28076,226.35,84.46,90.54,0.86
28077,28077,182.51,68.1,73.0,0.8
28078,28078,246.85,92.11,98.74,0.87
28079,28079,156.7,58.47,62.68,0.84
28080,28080,327.58,122.23,131.03,0.94
28081,28081,289.55,108.04,115.82,0.76
28082,28082,124.03,46.28,49.61,0.71
28083,28083,165.25,61.66,66.1,0.65
28084,28084,339.29,126.6,135.72,0.68
28085,28085,234.34,87.44,93.74,0.61
28086,28086,229.35,85.58,91.74,0.82
28087,28087,173.69,64.81,69.48,0.64
28088,28088,259.08,96.67,103.63,0.76
28089,28089,256.64,95.76,102.66,0.9
28090,28090,155.06,57.86,62.02,0.79
28091,28091,7.93,2.96,3.17,0.82
28092,28092,121.24,45.24,48.5,0.66
28093,28093,119.26,44.5,47.7,0.64
28094,28094,48.21,17.99,19.28,0.67
28095,28095,59.36,22.15,23.74,0.76
28096,28096,331.33,123.63,132.53,0.62
28097,28097,69.3,25.86,27.72,0.78
28098,28098,503.01,187.69,201.2,0.92
28099,28099,248.3,92.65,99.32,0.68
28100,28100,151.15,56.4,60.46,0.81
28101,28101,165.46,61.74,66.18,0.62
28102,28102,150.05,55.99,60.02,0.83
28103,28103,85.2,31.79,34.08,0.8
28104,28104,141.53,52.81,56.61,0.93
28105,28105,71.66,26.74,28.66,0.71
28106,28106,382.19,142.61,152.88,0.9
28107,28107,207.99,77.61,83.2,0.72
28108,28108,225.52,84.15,90.21,0.85
28109,28109,176.99,66.04,70.8,0.7
28110,28110,98.38,36.71,39.35,0.94
28111,28111,103.61,38.66,41.44,0.9
28112,28112,254.22,94.86,101.69,0.79
28113,28113,218.5,81.53,87.4,0.92
28114,28114,365.07,136.22,146.03,0.73
28115,28115,160.32,59.82,64.13,0.83
28116,28116,50.25,18.75,20.1,0.89
28117,28117,404.95,151.1,161.98,0.67
28118,28118,247.52,92.36,99.01,0.86
28119,28119,174.58,65.14,69.83,0.63
28120,28120,55.21,20.6,22.08,0.87
28121,28121,139.95,52.22,55.98,0.91
28122,28122,79.65,29.72,31.86,0.63
28123,28123,79.78,29.77,31.91,0.74
28124,28124,8.52,3.18,3.41,0.62
28125,28125,136.79,51.04,54.72,0.9
28126,28126,56.33,21.02,22.53,0.8
28127,28127,234.21,87.39,93.68,0.94
28128,28128,845.83,315.61,338.33,0.65
28129,28129,44.14,16.47,17.66,0.94
28130,28130,134.91,50.34,53.96,0.71
28131,28131,191.3,71.38,76.52,0.84
28132,28132,278.77,104.02,111.51,0.81
28133,28133,241.2,90.0,96.48,0.76
28134,28134,207.43,77.4,82.97,0.77
28135,28135,18.65,6.96,7.46,0.72
28136,28136,252.72,94.3,101.09,0.77
28137,28137,89.94,33.56,35.98,0.68
28138,28138,158.52,59.15,63.41,0.63
28139,28139,254.87,95.1,101.95,0.89
28140,28140,103.85,38.75,41.54,0.71
28141,28141,365.63,136.43,146.25,0.85
28142,28142,198.99,74.25,79.6,0.89
28143,28143,345.26,128.83,138.1,0.65
28144,28144,432.28,161.3,172.91,0.94
28145,28145,97.98,36.56,39.19,0.86
28146,28146,414.65,154.72,165.86,0.63
28147,28147,325.81,121.57,130.32,0.68
28148,28148,190.44,71.06,76.18,0.88
28149,28149,107.87,40.25,43.15,0.71
28150,28150,322.86,120.47,129.14,0.63
28151,28151,121.35,45.28,48.54,0.68
28152,28152,220.64,82.33,88.26,0.86
28153,28153,153.86,57.41,61.54,0.74
28154,28154,420.01,156.72,168.0,0.93
28155,28155,431.32,160.94,172.53,0.75
28156,28156,53.6,20.0,21.44,0.9
28157,28157,19.99,7.46,8.0,0.79
28158,28158,85.47,31.89,34.19,0.7
28159,28159,136.41,50.9,54.56,0.63
28160,28160,113.42,42.32,45.37,0.8
28161,28161,405.48,151.3,162.19,0.62
28162,28162,131.16,48.94,52.46,0.78
28163,28163,471.97,176.11,188.79,0.62
28164,28164,50.28,18.76,20.11,0.78
28165,28165,28.92,10.79,11.57,0.67
28166,28166,310.8,115.97,124.32,0.72
28167,28167,148.61,55.45,59.44,0.69
28168,28168,0.24,0.09,0.1,0.83
28169,28169,6.73,2.51,2.69,0.86
28170,28170,86.78,32.38,34.71,0.82
28171,28171,47.14,17.59,18.86,0.73
28172,28172,334.89,124.96,133.96,0.85
28173,28173,190.17,70.96,76.07,0.79
28174,28174,296.38,110.59,118.55,0.83
28175,28175,38.59,14.4,15.44,0.69
28176,28176,167.31,62.43,66.92,0.71
28177,28177,177.26,66.14,70.9,0.86
28178,28178,90.69,33.84,36.28,0.71
28179,28179,126.2,47.09,50.48,0.71
28180,28180,211.24,78.82,84.5,0.62
28181,28181,125.42,46.8,50.17,0.89
28182,28182,180.18,67.23,72.07,0.79
28183,28183,258.59,96.49,103.44,0.94
28184,28184,236.46,88.23,94.58,0.92
28185,28185,500.44,186.73,200.18,0.63
28186,28186,76.84,28.67,30.74,0.75
28187,28187,141.32,52.73,56.53,0.83
28188,28188,607.48,226.67,242.99,0.74
28189,28189,29.99,11.19,12.0,0.9
28190,28190,286.38,106.86,114.55,0.81
28191,28191,301.98,112.68,120.79,0.7
28192,28192,100.26,37.41,40.1,0.86
28193,28193,319.51,119.22,127.8,0.72
28194,28194,191.73,71.54,76.69,0.8
28195,28195,0.24,0.09,0.1,0.82
28196,28196,294.4,109.85,117.76,0.66
28197,28197,251.14,93.71,100.46,0.82
28198,28198,145.04,54.12,58.02,0.8
28199,28199,79.17,29.54,31.67,0.64
28200,28200,232.28,86.67,92.91,0.65
28201,28201,178.65,66.66,71.46,0.65
28202,28202,357.94,133.56,143.18,0.74
28203,28203,100.85,37.63,40.34,0.66
28204,28204,20.56,7.67,8.22,0.63
28205,28205,42.48,15.85,16.99,0.75
28206,28206,141.13,52.66,56.45,0.69
28207,28207,594.67,221.89,237.87,0.93
28208,28208,77.67,28.98,31.07,0.61
28209,28209,310.91,116.01,124.36,0.84
28210,28210,129.79,48.43,51.92,0.84
28211,28211,384.42,143.44,153.77,0.73
28212,28212,883.73,329.75,353.49,0.86
28213,28213,56.63,21.13,22.65,0.65
28214,28214,191.91,71.61,76.76,0.63
28215,28215,56.92,21.24,22.77,0.83
28216,28216,7.08,2.64,2.83,0.65
28217,28217,204.51,76.31,81.8,0.71
28218,28218,19.91,7.43,7.96,0.84
28219,28219,405.67,151.37,162.27,0.63
28220,28220,353.89,132.05,141.56,0.84
28221,28221,188.81,70.45,75.52,0.84
28222,28222,67.46,25.17,26.98,0.7
28223,28223,600.51,224.07,240.2,0.87
28224,28224,148.79,55.52,59.52,0.63
28225,28225,39.21,14.63,15.68,0.88
28226,28226,238.23,88.89,95.29,0.72
28227,28227,33.12,12.36,13.25,0.62
28228,28228,71.15,26.55,28.46,0.68
28229,28229,120.79,45.07,48.32,0.71
28230,28230,21.71,8.1,8.68,0.72
28231,28231,52.02,19.41,20.81,0.78
28232,28232,258.49,96.45,103.4,0.61
28233,28233,24.68,9.21,9.87,0.62
28234,28234,43.17,16.11,17.27,0.71
28235,28235,25.73,9.6,10.29,0.73
28236,28236,85.3,31.83,34.12,0.87
28237,28237,69.73,26.02,27.89,0.72
28238,28238,25.41,9.48,10.16,0.79
28239,28239,176.32,65.79,70.53,0.65
28240,28240,134.67,50.25,53.87,0.89
28241,28241,209.68,78.24,83.87,0.77
28242,28242,274.16,102.3,109.66,0.7
28243,28243,158.07,58.98,63.23,0.82
28244,28244,176.42,65.83,70.57,0.62
28245,28245,134.75,50.28,53.9,0.73
28246,28246,0.24,0.09,0.1,0.66
28247,28247,180.87,67.49,72.35,0.73
28248,28248,174.39,65.07,69.76,0.65
28249,28249,150.75,56.25,60.3,0.95
28250,28250,674.66,251.74,269.86,0.92
28251,28251,244.04,91.06,97.62,0.74
28252,28252,45.0,16.79,18.0,0.9
28253,28253,368.79,137.61,147.52,0.81
28254,28254,156.78,58.5,62.71,0.73
28255,28255,173.5,64.74,69.4,0.93
28256,28256,128.99,48.13,51.6,0.66
28257,28257,10.48,3.91,4.19,0.74
28258,28258,31.97,11.93,12.79,0.92
28259,28259,86.27,32.19,34.51,0.65
28260,28260,27.2,10.15,10.88,0.86
28261,28261,110.26,41.14,44.1,0.61
28262,28262,172.19,64.25,68.88,0.95
28263,28263,87.74,32.74,35.1,0.87
28264,28264,264.73,98.78,105.89,0.87
28265,28265,137.08,51.15,54.83,0.69
28266,28266,157.93,58.93,63.17,0.65
28267,28267,49.15,18.34,19.66,0.93
28268,28268,497.97,185.81,199.19,0.69
28269,28269,486.96,181.7,194.78,0.74
28270,28270,152.63,56.95,61.05,0.91
28271,28271,54.0,20.15,21.6,0.94
