port_operation_id,port_id,vessel_id,arrival_time,departure_time,waiting_hours,turnaround_hours,congestion_level,cargo_handled_tons
22380,9,VSL-9844,2025-10-14,2025-10-14,0.69,36.97,2,47.31
22381,5,VSL-6661,2024-03-19,2024-03-19,1.92,12.26,3,52.95
22382,3,VSL-6593,2025-05-04,2025-05-04,1.65,35.33,2,47.58
22383,2,VSL-6338,2026-04-08,2026-04-08,3.9,46.4,1,86.34
22384,5,VSL-5369,2026-02-03,2026-02-03,2.42,43.73,4,82.19
22385,8,VSL-3190,2024-02-11,2024-02-11,0.72,33.55,5,80.35
22386,12,VSL-2896,2024-05-10,2024-05-10,1.76,20.19,2,40.77
22387,5,VSL-8349,2024-04-05,2024-04-05,0.52,6.65,3,32.9
22388,2,VSL-5613,2025-02-21,2025-02-21,0.2,17.29,3,26.38
22389,9,VSL-2035,2024-03-31,2024-03-31,5.5,18.49,4,61.19
22390,7,VSL-6313,2026-01-26,2026-01-26,1.9,6.19,5,69.77
22391,6,VSL-3370,2024-09-05,2024-09-05,2.02,38.19,4,79.33
22392,10,VSL-3229,2025-03-26,2025-03-26,3.96,14.35,5,48.86
22393,4,VSL-6602,2024-10-28,2024-10-28,0.24,25.97,3,67.92
22394,9,VSL-1069,2024-02-28,2024-02-28,1.93,22.22,4,32.45
22395,7,VSL-1257,2024-05-17,2024-05-17,0.37,39.2,4,50.37
22396,12,VSL-1756,2025-06-13,2025-06-13,1.79,38.42,4,62.93
22397,8,VSL-3135,2024-02-01,2024-02-01,3.3,37.71,1,52.9
22398,5,VSL-7428,2024-08-14,2024-08-14,0.39,7.06,5,27.42
22399,11,VSL-3156,2024-04-07,2024-04-07,0.44,46.85,3,76.5
22400,12,VSL-5559,2024-10-13,2024-10-13,2.22,47.67,5,47.73
22401,7,VSL-4973,2024-05-17,2024-05-17,0.29,41.27,4,51.94
22402,5,VSL-7280,2025-10-01,2025-10-01,1.51,43.14,2,53.21
22403,9,VSL-5136,2025-08-29,2025-08-29,1.71,33.87,2,74.94
22404,12,VSL-7436,2025-12-22,2025-12-22,2.18,43.87,1,32.36
22405,11,VSL-6485,2024-03-04,2024-03-04,0.67,20.8,2,79.3
22406,10,VSL-9613,2024-01-08,2024-01-08,0.15,28.41,3,15.57
22407,10,VSL-3234,2024-07-21,2024-07-21,1.0,30.42,4,52.42
22408,6,VSL-5968,2025-03-07,2025-03-07,5.59,14.55,2,99.95
22409,9,VSL-6769,2025-09-03,2025-09-03,1.83,12.8,1,84.27
22410,11,VSL-9854,2026-01-19,2026-01-19,0.68,30.87,2,53.46
22411,12,VSL-8128,2025-11-23,2025-11-23,0.97,20.57,2,48.46
22412,12,VSL-9709,2025-05-25,2025-05-25,3.92,42.55,4,37.75
22413,3,VSL-5690,2025-12-02,2025-12-02,1.62,42.87,4,85.48
22414,6,VSL-5410,2025-06-11,2025-06-11,1.35,40.62,4,38.18
22415,11,VSL-1056,2024-08-11,2024-08-11,5.3,23.0,2,81.3
22416,7,VSL-6877,2024-08-30,2024-08-30,0.31,9.67,5,41.92
22417,3,VSL-2879,2024-09-17,2024-09-17,1.04,36.21,1,36.81
22418,4,VSL-6881,2025-06-15,2025-06-15,0.07,19.97,4,58.55
22419,11,VSL-7924,2025-05-26,2025-05-26,2.79,19.84,1,71.72
22420,12,VSL-7708,2024-02-14,2024-02-14,1.09,7.15,5,44.61
22421,5,VSL-7228,2024-08-14,2024-08-14,3.43,31.49,5,86.86
22422,4,VSL-8460,2025-07-13,2025-07-13,8.67,32.01,3,55.22
22423,5,VSL-5177,2025-12-29,2025-12-29,0.91,47.54,5,53.78
22424,6,VSL-8132,2024-01-18,2024-01-18,0.9,35.06,4,96.58
22425,4,VSL-8905,2025-01-09,2025-01-09,0.53,47.42,2,46.99
22426,3,VSL-9355,2025-06-18,2025-06-18,1.85,44.1,4,38.04
22427,6,VSL-9248,2024-05-01,2024-05-01,0.34,31.52,4,26.26
22428,6,VSL-8973,2025-12-28,2025-12-28,2.01,39.67,3,84.16
22429,5,VSL-3388,2025-03-31,2025-03-31,0.11,41.63,3,26.67
22430,9,VSL-7659,2025-02-28,2025-02-28,2.28,7.18,1,47.84
22431,6,VSL-7964,2025-11-01,2025-11-01,0.75,23.54,1,34.29
22432,10,VSL-8801,2025-02-21,2025-02-21,5.04,19.36,2,59.32
22433,6,VSL-7511,2024-03-05,2024-03-05,1.17,25.74,4,24.29
22434,9,VSL-7105,2025-03-19,2025-03-19,0.11,24.92,5,83.29
22435,4,VSL-2989,2025-07-15,2025-07-15,0.94,15.8,4,61.27
22436,2,VSL-2856,2024-03-12,2024-03-12,0.3,28.52,2,73.32
22437,8,VSL-2204,2024-08-03,2024-08-03,1.55,34.02,5,39.87
22438,3,VSL-4913,2026-01-31,2026-01-31,1.83,41.1,5,114.46
22439,4,VSL-9350,2024-11-06,2024-11-06,1.74,17.07,4,52.18
22440,2,VSL-9119,2025-07-10,2025-07-10,4.51,14.37,2,49.35
22441,11,VSL-1449,2025-03-08,2025-03-08,0.07,44.01,3,21.22
22442,6,VSL-8231,2025-10-11,2025-10-11,0.63,11.7,2,15.76
22443,3,VSL-1080,2024-07-31,2024-07-31,1.21,39.03,3,38.7
22444,7,VSL-3963,2025-04-05,2025-04-05,0.68,15.88,2,68.41
22445,9,VSL-4469,2026-03-03,2026-03-03,2.28,33.49,2,75.77
22446,3,VSL-8402,2025-02-11,2025-02-11,3.19,41.78,1,24.2
22447,11,VSL-8379,2026-03-09,2026-03-09,1.39,42.02,2,64.48
22448,6,VSL-1238,2025-04-29,2025-04-29,6.03,38.66,1,42.25
22449,7,VSL-4544,2026-03-29,2026-03-29,0.95,25.7,3,74.8
22450,1,VSL-6468,2025-09-14,2025-09-14,0.85,7.66,5,82.39
22451,3,VSL-5394,2025-10-01,2025-10-01,1.01,40.25,4,28.22
22452,8,VSL-3650,2024-10-25,2024-10-25,0.68,25.25,4,27.65
22453,4,VSL-5711,2024-10-14,2024-10-14,3.41,38.37,3,34.95
22454,12,VSL-8301,2025-05-22,2025-05-22,1.25,6.21,4,89.92
22455,11,VSL-6266,2024-08-09,2024-08-09,1.45,27.51,4,39.89
22456,6,VSL-2262,2026-03-26,2026-03-26,0.33,29.93,5,54.25
22457,9,VSL-6479,2024-03-27,2024-03-27,3.95,43.94,1,32.42
22458,12,VSL-2574,2024-07-12,2024-07-12,1.86,17.94,3,57.91
22459,9,VSL-1534,2024-09-23,2024-09-23,1.76,31.19,4,19.76
22460,8,VSL-9701,2024-09-13,2024-09-13,1.37,43.48,3,39.16
22461,7,VSL-3321,2024-12-14,2024-12-14,2.19,20.59,5,63.5
22462,5,VSL-9109,2024-11-29,2024-11-29,0.92,13.66,5,83.43
22463,11,VSL-1912,2024-08-25,2024-08-25,0.95,23.64,4,85.46
22464,12,VSL-3974,2024-09-23,2024-09-23,0.89,20.94,2,23.61
22465,9,VSL-3662,2025-03-29,2025-03-29,0.11,27.41,5,80.91
22466,5,VSL-4221,2025-08-14,2025-08-14,1.13,32.44,1,49.79
22467,10,VSL-1657,2024-11-10,2024-11-10,1.91,22.95,3,19.93
22468,3,VSL-2803,2025-02-18,2025-02-18,1.06,35.96,4,29.87
22469,3,VSL-5778,2025-12-26,2025-12-26,2.42,32.96,4,31.51
22470,3,VSL-5866,2024-09-10,2024-09-10,0.0,22.9,3,74.66
22471,4,VSL-2994,2024-06-26,2024-06-26,1.49,13.89,4,80.4
22472,7,VSL-4618,2025-12-11,2025-12-11,1.23,16.96,2,57.61
22473,9,VSL-6907,2025-01-20,2025-01-20,6.18,34.19,2,82.98
22474,6,VSL-6440,2025-11-19,2025-11-19,0.13,19.06,2,50.1
22475,2,VSL-4809,2024-02-27,2024-02-27,0.56,22.69,5,46.61
22476,5,VSL-5827,2025-02-24,2025-02-24,0.01,38.42,4,14.8
22477,4,VSL-4071,2025-03-23,2025-03-23,1.93,30.23,3,32.12
22478,5,VSL-8647,2024-03-17,2024-03-17,2.16,35.05,2,40.41
22479,7,VSL-9069,2025-12-04,2025-12-04,3.41,40.47,3,64.02
22480,5,VSL-8737,2025-08-11,2025-08-11,5.85,9.01,2,67.53
22481,4,VSL-2998,2025-05-18,2025-05-18,0.87,34.49,2,16.79
22482,3,VSL-4902,2024-07-07,2024-07-07,1.56,44.76,1,36.08
22483,12,VSL-8198,2025-03-03,2025-03-03,4.47,42.14,3,92.58
22484,4,VSL-6155,2026-03-08,2026-03-08,0.43,14.86,1,39.78
22485,1,VSL-4209,2026-02-26,2026-02-26,2.39,46.2,4,67.15
22486,1,VSL-8339,2024-05-17,2024-05-17,0.82,44.53,4,58.53
22487,1,VSL-1970,2026-03-13,2026-03-13,5.47,27.06,3,105.93
22488,4,VSL-9516,2024-12-29,2024-12-29,2.96,13.11,3,46.21
22489,4,VSL-6005,2024-06-24,2024-06-24,2.41,38.14,4,54.47
22490,7,VSL-6533,2024-05-27,2024-05-27,0.62,29.83,5,49.68
22491,9,VSL-2697,2026-01-16,2026-01-16,3.03,10.22,3,42.3
22492,3,VSL-3713,2024-06-05,2024-06-05,0.06,12.88,4,64.82
22493,2,VSL-6252,2024-06-20,2024-06-20,0.62,30.31,3,99.28
22494,7,VSL-2697,2024-11-21,2024-11-21,4.84,24.39,1,61.12
22495,7,VSL-1675,2024-12-22,2024-12-22,1.0,35.55,4,65.76
22496,7,VSL-4146,2025-04-28,2025-04-28,0.05,41.38,4,41.77
22497,5,VSL-2937,2024-11-30,2024-11-30,1.08,11.06,5,52.75
22498,6,VSL-3939,2026-02-11,2026-02-11,1.42,27.96,5,40.93
22499,8,VSL-6430,2024-03-15,2024-03-15,0.95,37.97,5,31.25
22500,10,VSL-7025,2024-04-17,2024-04-17,0.36,46.73,2,21.04
22501,4,VSL-1208,2024-07-30,2024-07-30,4.56,36.6,3,49.69
22502,11,VSL-3694,2024-08-28,2024-08-28,0.49,31.07,1,60.44
22503,7,VSL-1999,2024-09-10,2024-09-10,1.78,20.75,3,31.34
22504,12,VSL-3417,2024-02-29,2024-02-29,1.22,12.91,1,42.52
22505,1,VSL-3737,2024-08-23,2024-08-23,0.63,17.27,3,55.2
22506,6,VSL-1169,2026-02-04,2026-02-04,0.36,16.87,3,65.83
22507,7,VSL-8189,2025-01-25,2025-01-25,2.11,39.4,2,14.02
22508,7,VSL-5301,2025-08-15,2025-08-15,7.2,16.49,5,30.75
22509,10,VSL-9948,2024-05-01,2024-05-01,0.03,26.89,1,50.13
22510,1,VSL-8136,2025-10-15,2025-10-15,6.27,32.3,5,43.13
22511,9,VSL-6122,2026-01-06,2026-01-06,7.33,35.71,4,77.49
22512,4,VSL-4365,2026-03-31,2026-03-31,1.49,15.28,3,52.55
22513,12,VSL-3051,2025-03-24,2025-03-24,0.29,40.18,3,11.45
22514,12,VSL-1688,2024-02-18,2024-02-18,0.9,18.56,1,63.08
22515,2,VSL-2864,2025-11-20,2025-11-20,1.55,45.28,5,51.68
22516,9,VSL-5541,2024-08-21,2024-08-21,0.75,6.33,1,98.4
22517,4,VSL-9957,2025-02-02,2025-02-02,3.69,42.32,1,33.68
22518,8,VSL-7657,2025-02-27,2025-02-27,0.16,32.45,2,31.17
22519,3,VSL-9904,2024-04-16,2024-04-16,1.01,41.64,3,68.02
22520,4,VSL-6887,2025-01-19,2025-01-19,1.81,12.11,1,26.64
22521,7,VSL-8974,2024-12-24,2024-12-24,1.58,13.59,5,75.39
22522,9,VSL-8348,2025-10-29,2025-10-29,0.76,29.94,3,50.6
22523,7,VSL-6475,2024-06-08,2024-06-08,0.92,29.7,5,44.94
22524,7,VSL-4893,2025-12-09,2025-12-09,1.76,44.32,4,51.37
22525,9,VSL-3462,2025-12-30,2025-12-30,0.51,34.78,1,85.66
22526,7,VSL-9137,2025-12-03,2025-12-03,1.7,18.73,3,33.25
22527,8,VSL-7473,2024-01-30,2024-01-30,1.61,15.75,3,50.64
22528,10,VSL-8854,2025-06-27,2025-06-27,1.25,40.82,1,50.17
22529,9,VSL-5202,2024-05-06,2024-05-06,0.24,7.55,4,53.73
22530,3,VSL-6602,2025-05-04,2025-05-04,0.09,25.29,4,72.18
22531,5,VSL-5694,2025-05-13,2025-05-13,3.05,8.73,3,48.52
22532,1,VSL-6370,2026-02-10,2026-02-10,0.22,13.24,5,42.44
22533,6,VSL-7211,2024-05-22,2024-05-22,1.16,42.41,4,35.54
22534,9,VSL-5804,2025-02-09,2025-02-09,0.73,29.11,3,44.48
22535,4,VSL-7251,2024-01-22,2024-01-22,0.15,15.19,2,62.26
22536,12,VSL-4755,2025-02-20,2025-02-20,0.16,11.45,2,27.83
22537,7,VSL-9892,2026-03-19,2026-03-19,0.66,10.11,1,55.06
22538,5,VSL-4986,2025-02-14,2025-02-14,0.69,10.82,5,11.04
22539,6,VSL-6038,2024-04-19,2024-04-19,1.73,6.29,3,44.11
22540,2,VSL-8230,2024-03-28,2024-03-28,2.44,16.99,5,53.95
22541,3,VSL-7730,2026-03-04,2026-03-04,1.85,26.0,5,22.29
22542,7,VSL-2242,2025-03-16,2025-03-16,0.28,47.53,1,4.63
22543,5,VSL-7299,2026-01-29,2026-01-29,1.44,35.32,3,26.35
22544,6,VSL-8841,2024-01-21,2024-01-21,4.39,15.07,5,60.88
22545,12,VSL-7323,2025-09-07,2025-09-07,0.75,8.22,5,33.25
22546,6,VSL-9656,2025-04-21,2025-04-21,0.65,35.94,5,83.14
22547,11,VSL-8829,2024-07-02,2024-07-02,3.36,12.35,2,73.72
22548,7,VSL-3604,2025-09-10,2025-09-10,1.6,8.71,1,76.27
22549,8,VSL-3026,2024-05-02,2024-05-02,2.42,7.53,4,39.94
22550,8,VSL-5843,2024-02-18,2024-02-18,3.49,16.96,5,50.2
22551,9,VSL-9454,2025-04-19,2025-04-19,4.22,18.77,5,41.01
22552,5,VSL-9948,2025-11-24,2025-11-24,0.61,16.09,2,45.55
22553,7,VSL-2213,2024-04-03,2024-04-03,1.0,31.31,4,58.47
22554,7,VSL-6032,2024-05-29,2024-05-29,0.85,9.0,5,57.92
22555,7,VSL-1054,2024-01-31,2024-01-31,1.28,19.18,2,49.92
22556,5,VSL-4666,2024-04-29,2024-04-29,1.44,19.84,3,86.15
22557,7,VSL-5827,2024-12-16,2024-12-16,0.94,27.18,2,74.79
22558,6,VSL-3148,2025-11-14,2025-11-14,0.33,13.21,4,61.19
22559,4,VSL-4282,2025-09-20,2025-09-20,0.34,20.02,1,45.83
22560,3,VSL-3627,2024-08-18,2024-08-18,0.44,32.31,4,42.78
22561,6,VSL-6335,2025-03-25,2025-03-25,0.03,15.22,2,57.26
22562,10,VSL-5537,2026-01-21,2026-01-21,3.24,34.17,3,40.06
22563,5,VSL-9945,2024-01-24,2024-01-24,5.69,15.85,3,38.22
22564,6,VSL-2952,2024-12-26,2024-12-26,0.39,17.07,1,37.45
22565,6,VSL-7914,2025-10-27,2025-10-27,0.86,6.73,4,2.39
22566,5,VSL-4893,2024-04-17,2024-04-17,0.51,7.03,4,35.08
22567,7,VSL-2101,2026-01-02,2026-01-02,5.86,47.82,4,58.4
22568,7,VSL-9723,2026-03-20,2026-03-20,4.17,27.9,3,13.45
22569,1,VSL-5415,2026-01-14,2026-01-14,0.08,42.5,5,59.29
22570,4,VSL-7929,2025-03-09,2025-03-09,1.2,17.61,5,72.22
22571,6,VSL-5785,2024-04-02,2024-04-02,4.58,6.11,4,69.09
22572,12,VSL-9193,2024-04-05,2024-04-05,5.97,21.51,5,38.29
22573,9,VSL-1237,2025-06-05,2025-06-05,7.95,24.13,3,74.16
22574,8,VSL-5412,2024-05-18,2024-05-18,0.46,43.8,3,41.12
22575,7,VSL-2504,2024-03-29,2024-03-29,2.36,47.4,2,48.13
22576,12,VSL-1362,2024-03-30,2024-03-30,1.34,46.54,5,44.82
22577,8,VSL-9248,2024-09-03,2024-09-03,1.21,47.72,3,62.61
22578,9,VSL-8741,2024-04-18,2024-04-18,3.82,19.82,2,42.61
22579,5,VSL-2246,2025-07-31,2025-07-31,1.17,40.61,1,19.17
22580,10,VSL-8817,2026-02-20,2026-02-20,2.31,17.46,3,66.57
22581,3,VSL-6529,2024-08-22,2024-08-22,2.49,21.15,3,46.77
22582,11,VSL-1073,2024-02-02,2024-02-02,1.45,41.64,4,50.41
22583,10,VSL-4508,2024-11-24,2024-11-24,1.62,9.73,3,69.13
22584,5,VSL-4108,2024-02-27,2024-02-27,0.13,19.03,1,60.92
22585,4,VSL-5561,2025-03-07,2025-03-07,1.71,37.61,1,74.13
22586,10,VSL-9020,2025-07-27,2025-07-27,0.57,33.03,4,53.68
22587,8,VSL-3335,2025-04-01,2025-04-01,0.91,35.71,1,37.34
22588,2,VSL-3810,2024-05-31,2024-05-31,1.82,6.61,5,32.18
22589,10,VSL-9313,2025-09-20,2025-09-20,2.93,33.72,1,10.05
22590,6,VSL-8353,2024-10-24,2024-10-24,3.99,36.61,4,33.65
22591,10,VSL-5619,2025-01-30,2025-01-30,1.57,23.08,4,26.98
22592,4,VSL-6471,2024-10-22,2024-10-22,0.62,45.09,3,64.6
22593,10,VSL-5824,2026-01-16,2026-01-16,2.69,44.77,5,66.73
22594,4,VSL-5474,2025-04-11,2025-04-11,0.41,34.11,2,28.68
22595,3,VSL-9620,2024-04-18,2024-04-18,0.26,24.21,3,87.28
22596,4,VSL-8026,2025-10-01,2025-10-01,2.87,40.57,4,41.28
22597,2,VSL-1569,2026-02-19,2026-02-19,0.61,24.19,2,44.82
22598,11,VSL-9388,2024-04-28,2024-04-28,1.56,19.67,3,53.46
22599,1,VSL-8617,2025-08-04,2025-08-04,0.61,42.15,4,76.5
22600,10,VSL-6000,2025-03-27,2025-03-27,0.8,24.31,1,51.73
22601,3,VSL-1191,2025-08-13,2025-08-13,1.52,24.53,3,48.61
22602,4,VSL-5713,2025-06-14,2025-06-14,3.97,15.22,1,25.78
22603,10,VSL-6479,2025-06-26,2025-06-26,0.37,34.99,2,42.97
22604,2,VSL-4206,2024-01-17,2024-01-17,3.79,47.83,4,51.99
22605,9,VSL-6668,2025-03-03,2025-03-03,3.09,23.84,1,63.28
22606,1,VSL-5013,2024-03-14,2024-03-14,1.56,7.65,2,41.69
22607,12,VSL-5954,2025-02-25,2025-02-25,3.69,32.38,2,58.3
22608,6,VSL-7258,2025-10-19,2025-10-19,0.58,34.4,1,39.11
22609,11,VSL-4533,2025-09-29,2025-09-29,0.47,37.31,4,68.93
22610,9,VSL-7570,2025-09-01,2025-09-01,0.46,19.54,4,59.65
22611,10,VSL-4791,2024-12-30,2024-12-30,2.91,44.93,2,64.19
22612,5,VSL-3901,2024-06-17,2024-06-17,0.16,37.5,2,81.49
22613,7,VSL-9462,2025-03-08,2025-03-08,1.65,30.56,2,87.77
22614,12,VSL-6885,2024-04-04,2024-04-04,0.47,20.58,3,76.04
22615,12,VSL-5923,2025-06-17,2025-06-17,3.97,14.81,1,29.88
22616,7,VSL-7815,2025-08-07,2025-08-07,5.73,23.31,2,57.79
22617,6,VSL-8874,2025-12-27,2025-12-27,1.75,22.29,4,23.51
22618,2,VSL-9881,2024-07-30,2024-07-30,1.19,29.56,3,53.27
22619,10,VSL-1977,2025-11-24,2025-11-24,9.67,47.12,4,39.39
22620,3,VSL-8038,2025-05-17,2025-05-17,4.79,6.45,1,18.7
22621,12,VSL-3645,2025-07-02,2025-07-02,1.83,45.5,2,41.34
22622,2,VSL-3000,2024-04-19,2024-04-19,0.9,28.29,4,47.22
22623,9,VSL-8532,2024-06-24,2024-06-24,1.38,19.29,4,78.75
22624,4,VSL-5778,2024-02-11,2024-02-11,0.51,14.25,4,51.64
22625,2,VSL-4403,2025-12-21,2025-12-21,3.45,30.86,3,39.76
22626,2,VSL-9621,2025-02-24,2025-02-24,1.44,11.79,2,30.58
22627,5,VSL-9815,2024-04-28,2024-04-28,1.75,9.54,4,63.33
22628,5,VSL-7381,2025-07-15,2025-07-15,0.04,35.08,2,64.67
22629,10,VSL-9329,2024-08-29,2024-08-29,4.8,19.19,4,47.08
22630,7,VSL-9629,2024-05-26,2024-05-26,1.86,17.04,2,73.56
22631,12,VSL-5058,2024-02-15,2024-02-15,0.57,18.3,1,16.1
22632,3,VSL-1587,2024-08-19,2024-08-19,3.14,22.64,1,27.26
22633,5,VSL-4295,2025-06-21,2025-06-21,3.67,42.02,5,79.43
22634,12,VSL-3203,2026-03-04,2026-03-04,1.2,27.68,5,69.84
22635,1,VSL-9538,2025-06-09,2025-06-09,1.23,13.38,4,37.57
22636,5,VSL-3784,2024-05-25,2024-05-25,2.32,42.8,2,73.68
22637,9,VSL-6883,2024-10-19,2024-10-19,2.39,45.67,1,77.27
22638,4,VSL-1812,2024-04-22,2024-04-22,1.74,32.23,1,68.62
22639,10,VSL-5517,2025-03-28,2025-03-28,6.98,32.11,2,56.84
22640,3,VSL-8127,2024-08-31,2024-08-31,7.68,33.46,4,49.59
22641,9,VSL-9132,2025-09-13,2025-09-13,1.31,27.06,5,67.71
22642,1,VSL-2166,2025-05-03,2025-05-03,1.16,10.68,4,47.36
22643,3,VSL-9960,2025-02-23,2025-02-23,0.06,42.05,3,54.27
22644,6,VSL-9150,2026-03-28,2026-03-28,1.93,42.45,5,34.99
22645,4,VSL-4127,2024-02-15,2024-02-15,0.41,35.51,3,30.85
22646,1,VSL-1595,2025-04-20,2025-04-20,4.78,13.17,1,53.36
22647,6,VSL-4023,2024-02-03,2024-02-03,0.69,24.91,3,50.29
22648,4,VSL-8975,2025-11-28,2025-11-28,0.53,40.4,4,80.79
22649,7,VSL-7762,2025-10-14,2025-10-14,1.94,11.48,3,76.98
22650,7,VSL-3888,2024-09-25,2024-09-25,0.05,41.16,4,28.8
22651,12,VSL-2189,2024-07-16,2024-07-16,0.12,14.52,3,38.01
22652,12,VSL-5767,2025-04-25,2025-04-25,2.15,38.58,4,57.11
22653,4,VSL-4915,2025-03-31,2025-03-31,4.81,9.84,3,72.37
22654,8,VSL-1218,2024-10-13,2024-10-13,8.44,18.88,5,12.41
22655,12,VSL-2399,2025-09-29,2025-09-29,0.26,28.39,4,83.12
22656,12,VSL-2230,2024-08-07,2024-08-07,8.55,25.6,1,72.91
22657,9,VSL-8676,2024-03-27,2024-03-27,3.64,16.93,5,41.01
22658,7,VSL-2823,2024-03-16,2024-03-16,0.43,7.43,3,78.54
22659,11,VSL-3214,2025-06-18,2025-06-18,0.69,20.09,1,65.48
22660,10,VSL-3332,2026-01-29,2026-01-29,0.61,14.55,3,87.66
22661,6,VSL-9164,2025-04-30,2025-04-30,3.17,30.71,3,45.77
22662,7,VSL-4819,2025-06-05,2025-06-05,0.67,39.13,1,21.53
22663,6,VSL-4037,2024-05-16,2024-05-16,0.57,15.22,5,50.34
22664,3,VSL-8252,2025-02-12,2025-02-12,3.12,47.11,2,58.67
22665,7,VSL-4079,2025-07-26,2025-07-26,6.2,37.87,2,56.44
22666,6,VSL-5616,2024-07-02,2024-07-02,7.82,39.82,4,37.07
22667,5,VSL-7892,2025-02-20,2025-02-20,0.39,47.1,2,48.69
22668,7,VSL-6752,2024-05-04,2024-05-04,3.55,18.98,4,47.84
22669,4,VSL-3715,2025-03-16,2025-03-16,2.11,6.32,3,50.76
22670,10,VSL-7276,2025-11-07,2025-11-07,2.15,33.77,1,67.67
22671,1,VSL-4952,2026-03-05,2026-03-05,2.71,42.35,2,40.62
22672,7,VSL-3024,2024-01-27,2024-01-27,1.38,43.21,3,41.65
22673,3,VSL-4364,2024-05-05,2024-05-05,6.05,18.45,1,62.12
22674,7,VSL-1825,2024-07-23,2024-07-23,3.09,14.97,1,55.99
22675,1,VSL-2084,2025-09-09,2025-09-09,1.02,10.76,5,45.91
22676,9,VSL-7465,2025-09-25,2025-09-25,1.85,32.54,2,37.09
22677,6,VSL-2960,2024-08-09,2024-08-09,0.46,30.08,4,25.75
22678,6,VSL-5991,2024-02-01,2024-02-01,4.06,21.08,2,85.52
22679,4,VSL-8846,2025-01-16,2025-01-16,0.9,45.37,5,29.63
22680,12,VSL-7953,2025-11-20,2025-11-20,1.35,41.19,3,42.11
22681,4,VSL-7430,2024-01-18,2024-01-18,4.74,26.91,1,27.5
22682,6,VSL-4941,2024-05-27,2024-05-27,4.32,39.78,4,58.51
22683,7,VSL-9785,2024-01-19,2024-01-19,0.71,13.95,4,55.43
22684,5,VSL-5791,2024-06-14,2024-06-14,1.81,26.97,2,41.87
22685,1,VSL-9754,2024-01-22,2024-01-22,3.24,44.11,1,27.24
22686,6,VSL-7031,2024-03-09,2024-03-09,2.29,47.46,5,25.83
22687,9,VSL-1794,2025-08-21,2025-08-21,0.58,17.23,3,31.73
22688,10,VSL-3633,2025-08-13,2025-08-13,0.1,13.09,3,56.62
22689,3,VSL-9171,2025-10-18,2025-10-18,2.43,27.27,5,58.5
22690,2,VSL-8571,2024-01-13,2024-01-13,0.93,38.2,1,57.41
22691,10,VSL-9799,2025-11-18,2025-11-18,2.46,10.14,2,38.2
22692,3,VSL-4861,2024-04-17,2024-04-17,2.47,24.71,3,59.95
22693,1,VSL-1721,2025-05-11,2025-05-11,0.41,32.96,4,35.97
22694,3,VSL-5491,2026-01-19,2026-01-19,0.29,47.67,1,46.14
22695,2,VSL-7273,2024-06-27,2024-06-27,4.26,15.91,3,65.88
22696,7,VSL-8408,2024-11-27,2024-11-27,1.79,45.98,4,27.51
22697,5,VSL-4588,2024-07-15,2024-07-15,4.37,21.64,3,22.14
22698,1,VSL-5236,2025-09-12,2025-09-12,1.94,36.32,2,77.87
22699,2,VSL-2914,2024-05-27,2024-05-27,0.27,27.47,5,48.11
22700,12,VSL-5665,2026-03-01,2026-03-01,2.71,7.4,3,82.81
22701,7,VSL-7708,2025-01-06,2025-01-06,0.47,25.92,2,33.97
22702,2,VSL-1023,2024-09-20,2024-09-20,2.21,47.68,1,1.0
22703,4,VSL-4749,2024-07-27,2024-07-27,4.37,36.15,4,42.41
22704,12,VSL-5133,2025-07-25,2025-07-25,0.72,46.48,2,50.68
22705,1,VSL-4936,2025-06-23,2025-06-23,2.73,34.43,5,69.3
22706,4,VSL-4997,2024-03-07,2024-03-07,3.97,29.2,4,71.19
22707,1,VSL-3572,2024-12-15,2024-12-15,1.32,7.13,2,69.55
22708,4,VSL-3008,2024-08-10,2024-08-10,1.62,37.7,4,37.69
22709,9,VSL-3588,2025-01-20,2025-01-20,0.14,44.26,3,31.42
22710,11,VSL-8163,2025-09-26,2025-09-26,2.66,32.95,5,38.78
22711,9,VSL-9404,2024-03-21,2024-03-21,4.26,15.67,4,34.76
22712,3,VSL-1164,2025-02-09,2025-02-09,1.66,29.04,5,71.54
22713,9,VSL-3673,2024-07-30,2024-07-30,0.25,23.49,4,80.24
22714,9,VSL-5144,2025-01-26,2025-01-26,3.86,42.18,2,84.42
22715,11,VSL-5216,2025-07-03,2025-07-03,3.73,9.63,1,29.52
22716,8,VSL-6908,2024-05-31,2024-05-31,0.7,35.0,3,23.36
22717,5,VSL-5621,2024-04-11,2024-04-11,0.05,17.37,2,56.15
22718,10,VSL-8293,2024-05-08,2024-05-08,0.76,42.68,2,34.33
22719,5,VSL-5654,2025-01-12,2025-01-12,9.43,23.43,2,62.75
22720,3,VSL-3934,2025-04-18,2025-04-18,2.0,29.42,1,56.53
22721,10,VSL-3499,2024-04-07,2024-04-07,7.13,44.03,2,41.92
22722,1,VSL-9763,2026-02-24,2026-02-24,1.31,32.4,3,22.63
22723,2,VSL-7875,2024-04-07,2024-04-07,0.04,24.04,5,96.34
22724,6,VSL-6078,2025-01-18,2025-01-18,1.31,6.61,5,58.1
22725,3,VSL-2015,2025-07-11,2025-07-11,0.31,28.79,4,37.53
22726,6,VSL-3102,2026-01-16,2026-01-16,2.91,44.04,1,57.08
22727,3,VSL-8666,2024-02-03,2024-02-03,0.18,23.59,1,52.98
