shipment_id,vessel_id,origin_port_id,destination_port_id,corridor_id,cargo_type_id,shipment_date,arrival_date,cargo_weight_tons,distance_km,revenue_eur,fuel_consumption_l,delay_hours,on_time_flag
20935,VSL-3962,12,1,3,4,2024-04-10,2024-04-11,71.45,1388.91,3850.28,132.16,2.97,0
20936,VSL-4020,6,3,5,1,2026-03-24,2026-03-26,62.35,944.36,3306.37,79.52,0.0,1
20937,VSL-3920,8,3,5,4,2025-02-09,2025-02-10,45.62,488.15,2378.63,34.98,0.0,1
20938,VSL-2375,9,4,1,1,2024-02-26,2024-02-27,59.37,896.7,3147.84,61.23,3.73,0
20939,VSL-6691,9,4,1,1,2025-01-12,2025-01-13,53.2,688.66,2797.73,43.2,0.0,1
20940,VSL-9277,4,3,5,5,2025-06-23,2025-06-24,89.51,1736.92,4822.88,284.89,0.0,1
20941,VSL-9478,10,11,5,2,2024-09-15,2024-09-16,68.08,775.13,3559.03,52.85,0.0,1
20942,VSL-4450,5,3,5,1,2024-11-29,2024-11-30,39.85,700.71,2132.64,48.59,0.0,1
20943,VSL-5891,11,8,5,5,2025-02-27,2025-02-28,59.89,806.78,3155.86,78.23,0.0,1
20944,VSL-5637,5,11,2,3,2024-04-01,2024-04-05,13.46,142.55,701.51,3.34,12.7,0
20945,VSL-8380,3,6,5,4,2024-03-24,2024-03-25,46.22,831.84,2477.37,57.64,1.69,0
20946,VSL-2645,2,11,4,1,2024-11-08,2024-11-12,44.81,865.21,2413.54,52.4,5.8,0
20947,VSL-3445,3,1,3,2,2025-06-08,2025-06-09,53.28,785.2,2821.04,47.29,0.0,1
20948,VSL-2232,9,7,1,3,2024-08-01,2024-08-07,53.09,705.5,2795.6,68.18,0.0,1
20949,VSL-7489,9,10,1,4,2024-04-24,2024-04-25,22.6,391.22,1208.24,15.69,0.0,1
20950,VSL-8532,11,7,5,2,2025-05-30,2025-06-05,11.26,185.74,600.15,4.03,0.0,1
20951,VSL-5126,8,2,4,2,2026-03-30,2026-03-31,74.89,1213.92,3987.28,129.06,1.57,0
20952,VSL-5507,9,10,1,4,2024-11-13,2024-11-14,60.96,783.19,3204.64,51.0,0.0,1
20953,VSL-8133,4,3,5,5,2024-03-08,2024-03-11,56.06,980.41,2999.08,89.85,0.0,1
20954,VSL-4200,9,5,5,1,2024-06-19,2024-06-22,56.59,1123.07,3054.11,78.75,0.0,1
20955,VSL-2421,9,2,4,3,2025-08-11,2025-08-12,18.39,205.95,960.69,4.29,3.7,0
20956,VSL-4643,12,8,5,5,2025-08-07,2025-08-16,31.46,404.39,1653.88,23.99,0.0,1
20957,VSL-2008,6,9,1,3,2025-02-28,2025-03-01,67.65,714.57,3525.41,74.57,0.0,1
20958,VSL-3270,3,2,4,5,2025-09-02,2025-09-06,61.72,819.05,3249.81,84.93,0.0,1
20959,VSL-2407,4,9,1,3,2024-02-24,2024-02-26,33.85,636.39,1819.78,32.55,0.0,1
20960,VSL-5518,5,4,5,1,2024-07-21,2024-07-22,28.68,382.35,1510.47,12.65,0.0,1
20961,VSL-5015,6,1,1,4,2026-02-14,2026-02-15,60.02,1117.82,3224.56,86.53,0.0,1
20962,VSL-6818,3,7,5,5,2025-04-13,2025-04-14,34.86,413.7,1825.74,20.44,0.0,1
20963,VSL-5170,7,11,5,3,2025-07-16,2025-07-19,35.63,356.42,1852.78,20.8,0.0,1
20964,VSL-9226,10,3,5,5,2025-08-20,2025-08-21,41.94,576.59,2212.32,25.33,0.0,1
20965,VSL-1201,2,9,4,5,2024-01-24,2024-01-25,44.74,743.46,2385.69,53.05,4.33,0
20966,VSL-3228,2,7,4,5,2024-05-25,2024-05-26,42.75,625.05,2262.51,46.57,0.0,1
20967,VSL-6534,11,7,5,3,2026-02-06,2026-02-07,42.39,557.94,2231.09,43.37,2.39,0
20968,VSL-2663,12,7,5,1,2024-10-24,2024-10-28,31.82,362.94,1663.59,12.8,3.3,0
20969,VSL-6162,1,12,3,3,2024-04-30,2024-05-01,66.15,1126.48,3532.8,100.89,0.0,1
20970,VSL-5862,7,1,1,2,2025-07-17,2025-07-18,82.61,1345.08,4399.52,134.21,0.0,1
20971,VSL-1286,8,6,1,5,2024-11-07,2024-11-08,49.71,597.28,2604.96,30.63,0.0,1
20972,VSL-8149,3,7,5,3,2024-02-26,2024-02-27,58.3,665.51,3048.1,69.79,0.81,0
20973,VSL-4213,12,9,5,3,2025-12-12,2025-12-17,12.01,154.59,631.42,1.86,0.0,1
20974,VSL-3835,12,6,5,5,2025-05-22,2025-06-02,13.43,141.86,699.87,2.8,0.0,1
20975,VSL-9516,10,1,1,1,2025-07-20,2025-07-21,21.38,358.77,1140.75,12.15,0.0,1
20976,VSL-1192,11,4,5,3,2024-01-08,2024-01-11,48.45,921.35,2606.77,48.93,0.0,1
20977,VSL-3537,5,11,2,3,2025-09-27,2025-09-28,23.27,261.04,1215.71,6.43,0.0,1
20978,VSL-6021,12,10,5,2,2024-08-02,2024-08-04,74.56,971.81,3922.36,137.76,0.0,1
20979,VSL-3559,10,2,4,2,2025-01-05,2025-01-06,63.24,944.91,3350.98,95.58,0.0,1
20980,VSL-6438,11,7,5,1,2026-01-16,2026-01-17,5.66,110.64,305.13,0.66,8.2,0
20981,VSL-3477,8,9,1,2,2026-03-07,2026-03-09,46.66,546.99,2442.4,43.8,0.59,0
20982,VSL-3276,11,6,5,4,2025-02-10,2025-02-11,54.86,1045.88,2952.18,103.31,0.0,1
20983,VSL-9030,2,8,4,2,2025-03-19,2025-03-20,24.15,285.21,1264.54,11.91,0.0,1
20984,VSL-9971,9,11,5,4,2025-08-16,2025-08-22,40.56,776.59,2183.32,62.22,4.2,0
20985,VSL-7169,2,11,4,3,2026-01-02,2026-01-04,41.94,795.42,2256.08,61.87,0.0,1
20986,VSL-6789,6,2,4,2,2024-10-19,2024-10-24,56.28,704.97,2954.99,57.79,0.0,1
20987,VSL-1720,3,1,3,1,2025-06-14,2025-06-15,54.77,733.67,2885.23,44.56,3.09,0
20988,VSL-8656,10,4,1,5,2025-01-01,2025-01-03,44.57,490.56,2326.61,36.42,0.0,1
20989,VSL-2043,11,12,2,3,2025-01-17,2025-01-23,80.41,819.17,4184.33,112.81,0.0,1
20990,VSL-2528,7,9,1,2,2025-10-26,2025-10-27,39.88,680.96,2130.19,28.87,0.0,1
20991,VSL-1191,2,5,4,3,2025-08-17,2025-08-22,40.57,424.19,2113.34,30.28,0.0,1
20992,VSL-3028,11,2,4,5,2026-02-18,2026-02-24,8.64,121.63,456.33,1.11,8.19,0
20993,VSL-9336,9,4,1,5,2025-03-13,2025-03-22,29.99,584.7,1616.44,32.42,0.0,1
20994,VSL-9559,4,3,5,4,2024-05-22,2024-05-29,42.17,736.28,2255.76,56.29,0.0,1
20995,VSL-1629,2,7,4,5,2025-08-30,2025-09-01,56.41,1011.45,3022.79,97.41,0.0,1
20996,VSL-2283,3,12,5,3,2025-07-04,2025-07-10,60.76,687.13,3175.43,78.78,0.0,1
20997,VSL-1759,10,5,5,1,2024-03-08,2024-03-11,45.99,722.28,2443.96,52.27,0.0,1
20998,VSL-5708,3,10,5,5,2024-03-06,2024-03-16,53.3,936.6,2852.32,77.62,0.0,1
20999,VSL-5471,7,6,1,4,2025-01-28,2025-01-29,50.57,767.47,2681.99,77.59,0.0,1
21000,VSL-9361,11,12,2,4,2025-10-27,2025-10-30,41.24,607.46,2183.49,32.96,0.0,1
21001,VSL-4470,11,5,2,5,2025-01-02,2025-01-05,74.12,1003.09,3906.62,85.38,0.0,1
21002,VSL-9009,7,2,4,3,2024-04-26,2024-05-01,34.73,677.37,1871.97,40.45,0.0,1
21003,VSL-9098,10,3,5,5,2025-12-11,2025-12-13,80.06,977.85,4198.57,141.99,0.0,1
21004,VSL-9242,11,4,5,2,2024-10-19,2024-10-24,19.83,368.9,1065.28,11.44,0.0,1
21005,VSL-4457,12,3,5,5,2026-03-09,2026-03-15,49.94,682.47,2633.49,67.82,0.0,1
21006,VSL-6261,8,9,1,1,2025-11-09,2025-11-10,46.22,481.51,2407.3,26.4,0.0,1
21007,VSL-8560,6,1,1,4,2025-05-26,2025-05-28,29.05,534.53,1559.41,18.06,0.0,1
21008,VSL-8793,8,10,1,5,2024-07-23,2024-07-24,78.66,1377.13,4208.43,173.38,0.0,1
21009,VSL-1940,8,6,1,5,2025-05-24,2025-05-25,80.24,1428.13,4297.63,174.87,0.0,1
21010,VSL-1900,1,11,3,3,2024-10-16,2024-10-17,21.36,221.01,1112.2,5.98,0.0,1
21011,VSL-5053,5,11,2,1,2025-02-25,2025-02-27,21.15,318.0,1121.1,13.21,0.0,1
21012,VSL-4825,5,8,5,5,2024-06-30,2024-07-02,54.0,856.75,2871.35,73.02,0.0,1
21013,VSL-5749,7,1,1,3,2024-11-25,2024-11-26,86.04,1145.87,4531.17,173.11,3.98,0
21014,VSL-3314,6,11,5,5,2025-09-04,2025-09-08,46.9,807.39,2506.48,66.65,0.0,1
21015,VSL-1785,9,1,1,2,2024-12-18,2024-12-19,37.62,417.3,1964.46,18.48,0.0,1
21016,VSL-3628,2,5,4,2,2024-11-04,2024-11-06,18.98,270.73,1003.15,7.18,0.0,1
21017,VSL-5209,5,9,5,5,2025-09-01,2025-09-05,59.83,909.0,3173.3,82.5,0.0,1
21018,VSL-6437,1,4,1,1,2024-07-25,2024-07-26,67.23,972.59,3556.02,123.31,0.0,1
21019,VSL-7661,1,2,3,4,2024-04-19,2024-04-20,17.15,229.22,903.34,7.01,4.9,0
21020,VSL-7868,8,2,4,2,2025-06-14,2025-06-19,39.53,422.28,2060.96,18.41,3.65,0
21021,VSL-2869,1,12,3,1,2025-12-22,2025-12-23,47.09,917.4,2537.98,62.74,12.3,0
21022,VSL-7646,11,4,5,3,2025-08-04,2025-08-09,56.22,615.44,2934.09,64.91,0.0,1
21023,VSL-7881,7,5,5,3,2026-03-02,2026-03-03,25.6,359.2,1351.84,15.1,0.0,1
21024,VSL-7861,9,11,5,2,2024-07-10,2024-07-12,65.5,1029.39,3480.88,80.43,0.0,1
21025,VSL-3136,9,12,5,2,2024-05-09,2024-05-12,45.24,461.03,2354.21,26.95,0.0,1
21026,VSL-7053,5,2,4,2,2025-08-11,2025-08-12,46.8,642.51,2468.5,45.09,0.24,1
21027,VSL-9976,2,6,4,4,2025-12-14,2025-12-15,44.97,773.24,2403.15,36.54,0.0,1
21028,VSL-3566,2,5,4,5,2024-01-01,2024-01-02,44.95,627.05,2372.91,32.96,0.0,1
21029,VSL-7415,7,9,1,1,2024-09-26,2024-10-04,14.65,153.31,763.16,3.99,0.0,1
21030,VSL-4977,7,10,1,4,2024-06-19,2024-06-21,84.59,995.15,4428.53,146.17,0.0,1
21031,VSL-7540,6,3,5,2,2024-11-20,2024-11-21,51.58,935.18,2766.04,80.33,0.0,1
21032,VSL-1306,8,11,5,3,2025-06-09,2025-06-10,69.24,1104.66,3682.93,93.37,0.0,1
21033,VSL-5503,11,4,5,2,2025-02-06,2025-02-14,32.55,467.71,1721.04,17.5,13.76,0
21034,VSL-9456,12,1,3,3,2024-07-07,2024-07-12,74.73,1226.25,3981.75,166.5,0.0,1
21035,VSL-3476,3,8,5,1,2025-03-10,2025-03-19,89.5,1300.99,4735.2,188.04,0.0,1
21036,VSL-5991,12,9,5,5,2025-11-24,2025-11-25,59.84,824.45,3156.89,92.24,0.0,1
21037,VSL-4336,8,7,1,1,2025-08-27,2025-08-28,47.13,668.54,2490.21,44.27,0.0,1
21038,VSL-1030,7,9,1,4,2025-07-31,2025-08-01,34.46,535.41,1830.08,26.57,0.43,1
21039,VSL-5594,2,11,4,1,2025-11-21,2025-11-30,52.66,904.44,2813.89,59.56,6.8,0
21040,VSL-5130,1,11,3,2,2025-06-09,2025-06-11,84.75,1039.53,4445.41,131.31,0.0,1
21041,VSL-2218,4,8,1,5,2025-01-24,2025-01-25,78.78,1483.08,4235.62,186.67,0.0,1
21042,VSL-9178,12,4,5,3,2025-05-10,2025-05-11,71.22,1132.92,3787.58,144.68,0.0,1
21043,VSL-9832,6,11,5,4,2025-05-28,2025-05-29,78.55,806.6,4088.82,82.15,0.0,1
21044,VSL-5377,1,6,1,1,2024-04-01,2024-04-02,17.51,308.28,937.16,7.82,0.0,1
21045,VSL-9372,6,1,1,4,2025-03-02,2025-03-06,76.27,1123.22,4038.14,167.25,13.51,0
21046,VSL-2567,6,2,4,3,2024-01-19,2024-01-25,28.91,364.68,1518.44,19.04,6.69,0
21047,VSL-5686,12,4,5,2,2025-07-05,2025-07-06,65.91,1051.63,3505.83,135.88,0.0,1
21048,VSL-1299,11,9,5,3,2024-11-24,2024-11-28,77.19,1110.56,4081.61,95.98,0.0,1
21049,VSL-5161,6,1,1,2,2024-12-01,2024-12-07,70.98,1174.67,3783.93,103.24,0.0,1
21050,VSL-2807,4,1,1,5,2025-12-07,2025-12-08,22.59,344.13,1198.33,14.89,2.13,0
21051,VSL-9928,11,12,2,3,2025-09-20,2025-09-22,89.96,1039.22,4705.84,160.38,0.0,1
21052,VSL-2824,3,8,5,2,2026-03-22,2026-03-26,23.86,334.78,1259.96,8.14,4.64,0
21053,VSL-2629,4,9,1,2,2024-06-16,2024-06-26,51.1,925.86,2740.17,47.89,0.0,1
21054,VSL-4996,10,8,1,1,2025-04-24,2025-04-25,83.9,1428.67,4480.73,129.04,6.65,0
21055,VSL-7485,2,11,4,1,2025-03-12,2025-03-15,74.34,1383.48,3993.7,151.18,0.0,1
21056,VSL-9844,2,9,4,2,2024-04-29,2024-05-05,68.52,1298.32,3685.66,157.74,0.0,1
21057,VSL-9375,5,3,5,1,2024-04-24,2024-04-25,90.23,1306.99,4772.9,170.78,0.0,1
21058,VSL-6750,4,9,1,2,2025-01-08,2025-01-09,75.27,1419.99,4047.5,140.12,0.0,1
21059,VSL-3230,8,3,5,5,2024-01-16,2024-01-29,36.66,443.18,1921.64,24.65,2.22,0
21060,VSL-9648,6,4,1,5,2024-06-09,2024-06-12,71.31,751.19,3715.74,65.21,0.0,1
21061,VSL-6528,2,8,4,1,2024-06-04,2024-06-05,8.49,101.82,444.86,1.7,0.0,1
21062,VSL-7744,10,5,5,2,2024-02-20,2024-02-25,40.49,644.78,2153.46,28.77,0.0,1
21063,VSL-3872,9,12,5,2,2024-12-22,2024-12-26,67.01,1281.96,3606.89,137.26,12.24,0
21064,VSL-2183,10,3,5,2,2024-12-25,2024-12-27,42.17,649.38,2238.38,37.14,0.0,1
21065,VSL-9140,3,7,5,4,2025-04-07,2025-04-08,35.42,366.48,1844.3,25.32,0.0,1
21066,VSL-6093,1,6,1,5,2024-12-11,2024-12-13,71.82,899.79,3770.96,66.08,0.0,1
21067,VSL-4307,5,3,5,3,2025-03-02,2025-03-03,2.18,50.0,119.0,0.13,5.79,0
21068,VSL-2768,7,11,5,3,2025-09-13,2025-09-14,50.04,918.45,2685.69,69.31,0.0,1
21069,VSL-7731,3,5,5,1,2025-01-31,2025-02-02,38.84,719.83,2085.97,35.63,0.0,1
21070,VSL-7804,9,6,1,1,2024-02-14,2024-02-17,57.55,1116.32,3100.76,111.19,0.0,1
21071,VSL-6049,4,9,1,2,2025-02-10,2025-02-11,10.51,116.27,548.75,2.24,0.0,1
21072,VSL-1919,9,5,5,5,2024-05-25,2024-05-26,62.62,716.64,3274.33,63.06,0.0,1
21073,VSL-7743,11,6,5,4,2024-05-12,2024-05-13,56.04,896.29,2981.26,91.08,0.0,1
21074,VSL-5573,8,11,5,5,2025-03-08,2025-03-20,69.96,911.55,3680.31,90.62,0.0,1
21075,VSL-7645,7,12,5,2,2024-11-05,2024-11-10,55.3,593.45,2883.69,42.27,0.0,1
21076,VSL-9003,5,9,5,2,2024-10-23,2024-10-24,70.03,1032.42,3707.98,139.66,0.0,1
21077,VSL-8567,3,4,5,5,2025-04-15,2025-04-22,50.93,642.5,2675.0,37.21,0.0,1
21078,VSL-2530,1,7,1,5,2024-03-03,2024-03-08,29.32,340.53,1534.11,11.53,0.0,1
21079,VSL-1708,4,5,5,2,2025-07-16,2025-07-17,41.79,798.28,2249.16,44.19,22.28,0
21080,VSL-4120,5,8,5,3,2024-07-25,2024-08-18,28.34,542.89,1525.58,15.66,6.2,0
21081,VSL-3213,4,2,4,5,2025-07-01,2025-07-07,34.58,559.97,1840.99,35.42,0.0,1
21082,VSL-9341,12,3,5,5,2024-06-09,2024-06-11,45.34,585.49,2384.1,36.55,0.0,1
21083,VSL-2907,4,11,5,5,2024-07-26,2024-07-27,62.93,1048.42,3356.18,84.46,0.0,1
21084,VSL-9964,1,10,1,4,2024-05-28,2024-05-29,41.9,789.35,2252.87,61.48,0.0,1
21085,VSL-9476,6,2,4,3,2024-09-30,2024-10-01,63.96,1146.04,3427.21,127.66,0.0,1
21086,VSL-2846,10,11,5,5,2024-12-14,2024-12-16,39.33,400.73,2046.65,17.53,0.0,1
21087,VSL-7724,11,3,5,2,2026-02-23,2026-02-25,32.87,638.69,1771.24,29.68,0.0,1
21088,VSL-1652,2,3,4,5,2024-08-05,2024-08-07,25.49,334.07,1341.31,12.28,0.0,1
21089,VSL-6676,9,10,1,5,2024-01-04,2024-01-10,61.03,743.12,3200.12,86.79,0.0,1
21090,VSL-9551,8,9,1,2,2024-02-26,2024-02-27,36.9,495.54,1944.11,30.1,0.0,1
21091,VSL-4774,1,5,3,1,2024-12-08,2024-12-09,56.08,571.91,2918.38,39.67,0.0,1
21092,VSL-1855,5,7,5,4,2024-06-24,2024-06-25,25.09,329.59,1320.42,16.4,0.0,1
21093,VSL-4266,11,12,2,5,2024-11-18,2024-11-19,39.69,436.49,2071.8,28.38,0.0,1
21094,VSL-5006,4,3,5,1,2026-03-07,2026-03-12,48.05,821.55,2566.81,66.03,7.57,0
21095,VSL-4349,3,10,5,5,2024-09-27,2024-09-28,18.76,296.43,997.29,6.64,0.0,1
21096,VSL-2824,9,6,1,5,2024-11-14,2024-11-18,75.93,856.02,3967.7,107.32,0.0,1
21097,VSL-5509,11,9,5,2,2025-07-20,2025-07-23,41.46,460.38,2165.08,23.15,0.0,1
21098,VSL-4266,1,11,3,4,2024-02-16,2024-02-19,41.6,457.21,2171.44,29.94,0.0,1
21099,VSL-3893,2,10,4,2,2025-02-09,2025-02-10,42.97,553.2,2259.14,29.91,0.0,1
21100,VSL-6098,2,11,4,5,2024-06-19,2024-06-24,33.85,527.79,1798.06,32.03,0.0,1
21101,VSL-2791,1,12,3,5,2024-05-04,2024-05-05,24.73,261.66,1288.83,7.16,2.2,0
21102,VSL-3366,4,6,1,2,2026-02-26,2026-03-01,30.98,352.6,1619.52,16.52,0.0,1
21103,VSL-2021,4,3,5,3,2026-01-15,2026-01-16,63.82,653.96,3321.79,55.99,2.24,0
21104,VSL-2477,2,10,4,5,2025-11-17,2025-11-18,75.55,884.52,3954.4,102.12,0.0,1
21105,VSL-2008,6,8,1,4,2025-03-18,2025-03-21,71.85,1324.98,3857.5,135.35,0.0,1
21106,VSL-8291,10,11,5,2,2024-11-29,2024-12-07,52.06,776.93,2758.39,65.09,0.0,1
21107,VSL-2747,3,9,5,2,2025-02-12,2025-02-15,50.4,597.46,2639.49,50.49,0.2,1
21108,VSL-3760,10,12,5,3,2024-08-22,2024-08-24,52.05,917.82,2786.06,71.94,0.0,1
21109,VSL-7188,1,6,1,2,2024-08-04,2024-08-05,47.5,714.58,2517.92,38.48,0.0,1
21110,VSL-7633,10,9,1,5,2025-04-15,2025-04-16,8.14,152.22,437.44,1.39,1.85,0
21111,VSL-4579,5,4,5,5,2026-03-29,2026-03-30,33.56,488.0,1775.6,18.01,0.0,1
21112,VSL-4932,2,3,4,5,2024-11-03,2024-11-07,39.37,397.67,2048.03,16.67,0.0,1
21113,VSL-7406,12,9,5,1,2024-07-06,2024-07-07,38.1,724.01,2049.8,36.26,0.0,1
21114,VSL-4357,5,1,3,3,2025-05-27,2025-05-30,78.91,1251.47,4195.79,110.78,0.0,1
21115,VSL-4713,5,12,2,5,2025-07-18,2025-07-19,29.99,539.05,1607.31,30.58,0.0,1
21116,VSL-6812,6,3,5,2,2025-01-21,2025-01-24,84.31,1458.14,4507.13,209.34,7.03,0
21117,VSL-3013,8,4,1,4,2024-04-19,2024-04-21,26.07,277.79,1359.06,11.92,4.49,0
21118,VSL-9208,1,6,1,4,2025-01-30,2025-01-31,61.9,1006.1,3296.22,103.73,0.0,1
21119,VSL-8774,5,3,5,4,2024-03-24,2024-03-25,16.27,313.73,876.25,8.79,1.82,0
21120,VSL-7709,11,6,5,2,2026-01-08,2026-01-11,34.0,431.68,1786.34,21.89,0.0,1
21121,VSL-7436,8,12,5,3,2025-10-09,2025-10-11,73.1,756.44,3806.29,104.01,0.22,1
21122,VSL-9450,6,12,5,5,2025-12-03,2025-12-05,54.68,754.35,2884.87,76.83,9.52,0
21123,VSL-6375,1,2,3,2,2025-01-26,2025-01-27,57.82,1153.18,3121.64,123.45,0.0,1
21124,VSL-7084,10,7,1,5,2024-10-26,2024-10-27,45.82,726.68,2436.34,36.1,0.0,1
21125,VSL-2686,6,10,1,2,2025-10-25,2025-10-27,25.96,320.64,1362.13,15.63,0.22,1
21126,VSL-4364,7,4,1,5,2024-11-24,2024-11-26,50.51,573.21,2640.14,49.6,0.0,1
21127,VSL-6661,8,12,5,1,2025-10-15,2025-10-18,60.93,818.3,3210.16,84.06,0.0,1
21128,VSL-6303,1,2,3,5,2024-03-27,2024-03-29,31.56,349.94,1647.99,14.3,0.0,1
21129,VSL-7316,4,11,5,1,2025-10-13,2025-10-14,28.86,404.88,1523.98,19.12,3.05,0
21130,VSL-7415,6,11,5,1,2024-11-25,2024-11-27,61.29,842.98,3233.1,56.47,3.07,0
21131,VSL-9607,9,6,1,1,2025-10-23,2025-10-24,66.2,868.14,3483.63,100.33,0.0,1
21132,VSL-6742,8,7,1,1,2024-01-04,2024-01-07,75.01,952.17,3940.93,91.66,0.0,1
21133,VSL-3958,3,11,5,3,2024-02-07,2024-02-13,50.34,661.42,2649.28,42.29,0.0,1
21134,VSL-8718,1,11,3,5,2024-03-25,2024-03-26,52.47,853.29,2794.16,84.79,0.0,1
21135,VSL-7405,11,6,5,2,2025-01-25,2025-01-29,50.83,840.06,2709.51,58.26,0.0,1
21136,VSL-2599,6,5,5,2,2024-10-01,2024-10-03,26.91,285.97,1402.69,13.28,0.0,1
21137,VSL-3010,10,7,1,5,2024-07-14,2024-07-26,101.73,1952.46,5476.99,292.69,0.0,1
21138,VSL-4156,4,6,1,2,2025-04-14,2025-04-15,20.44,246.82,1071.36,6.97,0.0,1
21139,VSL-4754,6,11,5,1,2025-02-21,2025-02-26,66.49,954.63,3515.43,115.47,0.75,0
21140,VSL-1603,12,2,4,4,2024-04-15,2024-04-16,64.98,809.93,3410.99,100.94,0.0,1
21141,VSL-7101,9,2,4,5,2025-09-19,2025-09-21,43.68,612.17,2306.43,52.93,0.0,1
21142,VSL-3927,4,6,1,4,2024-10-28,2024-10-29,31.93,554.12,1707.32,31.43,0.0,1
21143,VSL-6186,4,10,1,2,2025-04-07,2025-04-16,63.24,729.46,3307.89,54.03,0.0,1
21144,VSL-8187,3,2,4,5,2024-07-03,2024-07-04,77.56,1066.83,4091.37,138.88,0.0,1
21145,VSL-5739,4,11,5,5,2024-04-14,2024-04-15,52.34,929.07,2802.81,89.51,0.0,1
21146,VSL-2745,9,3,5,2,2024-11-03,2024-11-08,26.94,346.75,1416.35,11.79,0.1,1
21147,VSL-2954,3,7,5,4,2024-01-25,2024-01-26,65.11,1121.01,3479.7,122.12,0.0,1
21148,VSL-8661,8,3,5,1,2026-02-21,2026-02-27,30.89,330.08,1610.52,14.18,0.0,1
21149,VSL-9851,10,8,1,2,2025-12-30,2026-01-03,30.69,567.8,1648.06,31.63,0.0,1
21150,VSL-9973,6,3,5,1,2025-07-21,2025-07-25,51.22,534.66,2667.93,33.54,0.56,0
21151,VSL-5766,10,9,1,4,2025-07-27,2025-07-28,29.63,337.48,1549.0,13.96,2.0,0
21152,VSL-4174,10,7,1,4,2025-02-24,2025-02-28,22.21,238.61,1158.22,9.27,0.0,1
21153,VSL-7304,1,3,3,4,2024-08-26,2024-08-27,51.84,996.61,2791.32,75.56,0.0,1
21154,VSL-1632,6,3,5,4,2025-12-05,2025-12-07,51.78,669.15,2722.83,58.66,0.56,0
21155,VSL-4842,7,4,1,3,2025-06-09,2025-06-11,38.72,716.0,2079.2,48.4,0.0,1
21156,VSL-8465,7,2,4,2,2026-03-15,2026-03-20,67.2,922.24,3544.45,86.02,0.0,1
21157,VSL-9668,5,8,5,4,2026-03-19,2026-03-22,45.23,795.63,2420.63,41.37,0.0,1
21158,VSL-9034,12,10,5,3,2025-08-12,2025-08-13,22.08,429.8,1189.96,12.21,0.0,1
21159,VSL-1984,1,3,3,3,2025-01-29,2025-01-30,60.13,768.79,3160.26,68.26,0.0,1
21160,VSL-3677,10,7,1,4,2025-07-25,2025-08-04,55.06,566.25,2866.25,51.16,0.0,1
21161,VSL-9440,9,1,1,5,2024-05-08,2024-05-09,55.58,577.9,2894.58,36.13,0.0,1
21162,VSL-7127,5,9,5,2,2025-07-16,2025-07-17,22.37,410.58,1200.62,18.35,0.0,1
21163,VSL-7736,4,6,1,2,2025-09-06,2025-09-07,57.99,883.28,3076.16,86.79,0.0,1
21164,VSL-4039,7,12,5,4,2024-11-16,2024-11-22,58.68,592.84,3052.57,57.29,0.0,1
21165,VSL-7952,3,9,5,4,2024-12-25,2024-12-26,79.81,1259.1,4242.32,150.94,0.0,1
21166,VSL-6700,2,10,4,5,2026-02-18,2026-02-19,57.06,617.68,2976.54,37.91,0.0,1
21167,VSL-4087,11,2,4,5,2024-12-06,2024-12-11,35.49,554.68,1885.44,29.85,0.0,1
21168,VSL-7042,11,12,2,5,2025-07-21,2025-07-24,70.19,1244.91,3758.48,117.26,0.0,1
21169,VSL-6878,6,1,1,3,2024-12-06,2024-12-07,84.39,978.87,4415.27,143.34,6.27,0
21170,VSL-9187,10,1,1,5,2024-10-08,2024-10-20,63.07,852.76,3324.05,96.7,0.0,1
21171,VSL-9394,12,9,5,3,2025-07-01,2025-07-02,70.87,1334.17,3810.33,102.02,0.0,1
21172,VSL-9694,12,4,5,5,2025-02-08,2025-02-10,48.95,926.84,2632.87,75.85,0.0,1
21173,VSL-4651,2,3,4,5,2025-03-15,2025-03-21,77.66,1144.95,4111.99,97.85,0.0,1
21174,VSL-1666,1,7,1,4,2024-03-19,2024-03-25,43.82,620.48,2315.1,50.24,0.0,1
21175,VSL-6350,10,1,1,2,2025-05-14,2025-05-19,43.54,451.46,2267.29,21.74,0.0,1
21176,VSL-6935,1,6,1,5,2024-04-12,2024-04-13,58.55,663.25,3060.15,49.59,0.0,1
21177,VSL-2645,12,9,5,2,2024-06-30,2024-07-01,48.98,516.71,2552.34,46.43,0.0,1
21178,VSL-6846,4,9,1,1,2025-10-27,2025-11-05,23.27,257.41,1214.98,7.92,4.48,0
21179,VSL-3859,3,9,5,4,2024-08-06,2024-08-11,39.91,583.67,2112.23,27.78,0.0,1
21180,VSL-5340,4,1,1,2,2025-07-13,2025-07-15,33.7,616.75,1808.35,41.24,0.0,1
21181,VSL-7386,6,3,5,2,2024-01-08,2024-01-09,42.54,673.34,2261.67,46.07,0.0,1
21182,VSL-4609,1,3,3,3,2025-12-10,2025-12-12,28.47,493.74,1522.25,19.5,0.0,1
21183,VSL-7080,12,8,5,3,2024-01-19,2024-01-25,55.49,598.34,2894.17,54.64,0.0,1
21184,VSL-1896,4,9,1,5,2024-01-25,2024-01-26,33.55,459.14,1769.33,15.66,0.0,1
21185,VSL-2737,8,6,1,5,2024-02-26,2024-02-27,9.44,135.38,499.08,1.73,0.0,1
21186,VSL-7672,5,4,5,2,2024-01-06,2024-01-07,65.6,666.95,3413.39,44.95,0.5,1
